Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-430.7818	-587.4259	156.6441	2.193438	0.4802217	0.1647732	0.699771	0.300229	0.5739857
6	-431.7272	-588.1842	156.457	2.06095	0.4802217	0.2477814	0.980756	0.0192445	0.7349549
12	-437.2355	-594.0067	156.7713	1.976344	0.4924442	0.1605696	0.742693	0.257307	0.7483404
18	-433.0933	-588.4534	155.3601	1.974314	2.024532	0.1605696	0.912459	0.0875414	0.7483404
24	-428.2998	-583.5725	155.2727	2.146048	2.024532	0.1490934	0.88834	0.11166	0.6725815
30	-441.0761	-597.5912	156.5151	1.886719	0.5635554	0.2116588	0.995032	0.00496803	0.8464314
36	-438.6402	-593.4918	154.8516	1.886178	1.567132	0.5402413	0.923037	0.0769631	0.8140277
42	-429.7408	-583.8544	154.1137	1.878595	3.745508	0.2113837	0.998455	0.00154545	1.183972
48	-441.2735	-595.5986	154.3251	1.516866	3.745508	0.09328703	0.859973	0.140027	1.626002
54	-430.9603	-585.674	154.7137	1.487789	1.814943	0.1477341	0.938266	0.0617338	1.854192
60	-442.1304	-597.2216	155.0912	1.827582	1.814943	0.1626475	0.970845	0.0291545	1.287525
66	-433.0611	-588.5976	155.5365	1.768826	1.069834	0.2115054	0.989625	0.0103751	1.31499
72	-435.3363	-590.8224	155.4861	1.972501	1.473787	0.2032701	0.88665	0.11335	0.8805938
78	-451.6459	-606.9627	155.3168	1.972501	1.473787	0.2032701	0.55291	0.44709	1.056144
84	-441.9795	-597.0681	155.0886	2.088141	0.9413914	0.5681953	0.926146	0.0738541	0.8781089
90	-428.9123	-583.3796	154.4673	1.606639	0.9413914	0.6547327	0.919757	0.0802425	1.696745
96	-441.7821	-595.2439	153.4618	1.34789	0.9413914	0.6512292	0.933172	0.0668281	2.531299
102	-434.1406	-588.3777	154.2372	1.740813	1.262108	0.4646714	0.969452	0.0305482	1.758933
108	-429.6629	-585.528	155.8651	1.824984	0.7348518	0.2083035	0.907951	0.0920488	1.305938
114	-430.6139	-587.2269	156.613	1.883474	0.5306842	0.1031958	0.967305	0.032695	1.176997
120	-432.1777	-588.387	156.2092	1.906681	1.021096	0.1031958	0.907522	0.0924781	0.966664
126	-432.326	-588.6246	156.2986	2.295781	0.8212567	0.1031958	0.997499	0.00250096	0.5684953
132	-429.9534	-585.6326	155.6792	1.955752	1.171977	0.1203296	0.96026	0.03974	1.217289
138	-437.2842	-590.6829	153.3988	1.82368	3.658568	0.3864392	0.689187	0.310813	1.493337
144	-444.4558	-598.7044	154.2487	1.705738	3.658568	0.2427642	0.904479	0.0955207	1.16831
150	-435.9359	-591.0301	155.0942	1.907558	1.55883	0.2427642	0.971694	0.0283061	1.160817
156	-434.5476	-590.2219	155.6743	1.517667	1.024533	0.2427642	0.946991	0.053009	1.37107
162	-430.6059	-586.6854	156.0795	1.527383	0.6580061	0.1822822	0.748584	0.251416	1.509698
168	-435.9993	-591.576	155.5767	1.83606	0.6580061	0.4948376	0.91576	0.0842397	1.098672
174	-429.5612	-585.1223	155.561	2.239386	0.6580061	0.4948376	0.922273	0.0777275	0.6134833
180	-424.9897	-580.6604	155.6708	2.214583	0.6580061	0.4542949	0.846952	0.153048	0.5615622
186	-417.012	-572.8426	155.8305	2.172995	0.5471113	0.4542949	0.68519	0.31481	0.6748937
192	-427.0163	-582.2425	155.2262	2.042594	1.934267	0.2230301	0.919212	0.0807877	0.6084517
198	-429.2372	-585.2043	155.9672	2.141089	0.9095384	0.2119172	0.948595	0.0514055	0.6084517
204	-425.3421	-580.5523	155.2101	2.09947	1.165437	0.4552449	0.967158	0.0328416	0.6288875
210	-429.4507	-584.5484	155.0976	2.074254	1.165437	0.4552449	0.965901	0.0340989	0.8460465
216	-428.7765	-583.614	154.8376	2.244691	1.86774	0.3037475	0.776117	0.223883	0.6609935
222	-425.8249	-581.3021	155.4772	1.818941	1.413119	0.2081593	0.943407	0.0565935	1.079327
228	-432.7089	-587.2865	154.5777	1.632039	5.031986	0.09254733	0.996605	0.0033949	0.9977579
234	-432.6534	-588.6364	155.9829	2.033711	1.151116	0.1306902	0.977394	0.0226058	0.8157468
240	-426.4459	-582.6746	156.2287	2.21979	0.7084051	0.1568577	0.939391	0.0606087	0.7422746
246	-437.6257	-593.5531	155.9274	1.770505	0.7348746	0.4510332	0.942299	0.0577011	0.757843
252	-434.6164	-590.849	156.2326	2.147253	0.4662647	0.2958	0.89066	0.10934	0.7967311
258	-429.2429	-585.4121	156.1692	2.039213	0.7582214	0.1966243	0.698086	0.301914	0.8120324
264	-426.1763	-581.8115	155.6353	2.106588	0.852971	0.3078772	0.825437	0.174563	0.8897104
270	-418.6562	-574.2298	155.5736	1.712669	0.7850196	0.3783275	0.966832	0.0331684	1.25261
276	-427.8791	-583.6886	155.8095	1.950978	1.137195	0.1378315	0.84193	0.15807	1.074764
282	-426.4544	-582.1368	155.6824	1.829497	1.137195	0.2903659	0.96013	0.0398704	0.871592
288	-442.0434	-598.0368	155.9933	2.008973	0.7014967	0.2903659	0.949527	0.050473	0.8465386
294	-437.3783	-592.5759	155.1976	1.736933	1.333281	0.3500403	0.898503	0.101497	1.147239
300	-441.7996	-596.8303	155.0307	1.435176	1.510698	0.2490462	0.651698	0.348302	1.597493
306	-443.5922	-599.9281	156.3359	1.545221	0.730317	0.09067156	0.696422	0.303578	1.488093
312	-423.5505	-579.2992	155.7487	1.901152	1.084758	0.2248717	0.903217	0.0967827	0.9586605
318	-427.132	-583.1179	155.9859	2.095302	0.8997801	0.2290513	0.684734	0.315266	0.5734189
324	-424.7915	-580.8559	156.0645	2.360383	0.7301162	0.1804245	0.988293	0.0117068	0.4402416
330	-435.209	-591.6454	156.4365	2.029584	0.8446167	0.1131302	0.939202	0.0607979	0.7100878
336	-448.8497	-604.362	155.5123	1.963319	1.512197	0.1990771	0.965906	0.0340938	0.841472
342	-437.1238	-592.313	155.1892	2.22184	0.9499184	0.4592428	0.856188	0.143812	0.7960191
348	-428.5502	-583.6851	155.1349	2.069312	0.9499184	0.4592428	0.85672	0.14328	1.02663
354	-423.9842	-578.724	154.7398	2.172174	1.610892	0.4592428	0.901905	0.0980947	0.7108127
360	-428.211	-583.1544	154.9435	2.312189	1.610892	0.3116027	0.938323	0.0616765	0.606039
366	-429.6813	-585.6969	156.0156	2.029289	0.7206921	0.3116027	0.933122	0.0668777	0.6749095
372	-431.0725	-586.6139	155.5414	2.517519	1.11445	0.1661686	0.776528	0.223472	0.4398093
378	-429.1253	-585.2453	156.12	2.549653	0.5894479	0.1661686	0.739432	0.260568	0.4825162
384	-425.2981	-581.8135	156.5154	2.198028	0.7786334	0.0869019	0.854034	0.145966	0.5756612
390	-441.9819	-598.6155	156.6337	2.063098	0.7786334	0.0869019	0.864847	0.135153	0.6256317
396	-443.4523	-598.9142	155.4619	2.431111	1.744999	0.0849776	0.957526	0.0424738	0.4721687
402	-434.7776	-591.5619	156.7843	2.288316	0.5673732	0.07141389	0.870138	0.129862	0.5616609
408	-445.2259	-601.5989	156.3731	2.403357	0.7931238	0.07141389	0.80262	0.19738	0.5298645
